employee_id,department,salary,tenure,satisfaction_level,last_evaluation,number_project,average_monthly_hours,promotion_last_5years,left,risk_score,risk_band,risk_reasons
EMP00173,sales,low,4,0.11,0.78,7,278,0,1,79.84,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP00174,sales,low,4,0.1,0.88,6,284,0,1,84.43,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP00175,sales,low,4,0.7,0.53,2,274,0,1,61.29,Medium,"['Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP00176,sales,low,2,0.54,0.74,4,164,0,1,27.8,Low,[]
EMP00177,sales,low,3,0.41,0.48,2,148,0,1,59.2,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00178,sales,medium,3,0.38,0.5,2,140,0,1,57.1,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00179,sales,medium,3,0.37,0.51,2,127,0,1,60.65,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00180,sales,medium,5,0.11,0.85,6,308,0,1,84.27,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP00181,sales,medium,3,0.4,0.47,2,146,0,1,55.0,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00182,accounting,medium,4,0.1,0.84,6,261,0,1,74.5,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP00183,accounting,medium,5,0.89,0.99,5,257,0,1,39.94,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP00184,accounting,medium,4,0.11,0.8,6,285,0,1,79.34,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP00185,hr,medium,3,0.36,0.55,2,141,0,1,57.45,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00186,hr,medium,3,0.4,0.46,2,127,0,1,59.75,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00187,hr,medium,4,0.09,0.85,6,297,0,1,82.51,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP00188,hr,medium,3,0.4,0.46,2,143,0,1,55.75,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00189,technical,medium,3,0.37,0.55,2,152,0,1,54.9,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00190,technical,high,3,0.44,0.51,2,156,0,1,47.8,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00191,technical,low,5,0.09,0.8,7,283,0,1,91.51,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP00192,technical,medium,6,0.92,0.87,4,226,0,1,23.4,Low,[]
EMP00193,technical,medium,5,0.74,0.91,4,232,0,1,32.8,Low,[]
EMP00194,technical,medium,4,0.09,0.82,6,249,0,1,72.23,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP00195,technical,medium,5,0.89,0.95,4,275,0,1,35.8,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP00196,technical,low,4,0.09,0.8,6,304,0,1,89.01,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP00197,technical,low,3,0.27,0.54,7,278,0,1,71.04,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00198,technical,low,4,0.1,0.91,6,287,0,1,85.07,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP00199,technical,low,4,0.1,0.89,7,285,0,1,91.64,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP00200,support,low,6,0.77,0.94,5,226,0,1,40.9,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP00201,support,low,5,0.9,0.82,5,259,0,1,45.07,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00202,support,low,3,0.39,0.5,2,135,0,1,63.05,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00203,support,low,5,0.76,1.0,5,219,0,1,45.2,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00204,support,low,4,0.1,0.93,6,256,0,1,78.43,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP00205,support,low,6,0.87,0.9,5,254,0,1,40.9,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP00206,support,low,3,0.38,0.5,2,153,0,1,59.6,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00207,support,low,5,0.77,0.99,5,228,0,1,44.9,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00208,support,low,5,0.78,0.87,4,228,0,1,36.6,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00209,support,low,3,0.44,0.5,2,128,0,1,63.3,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00210,support,low,3,0.38,0.52,2,153,0,1,59.6,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00211,technical,low,3,0.43,0.46,2,156,0,1,58.1,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00212,technical,low,3,0.39,0.5,4,294,0,1,55.87,Medium,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'No recent promotion / stalled growth']"
EMP00213,technical,low,5,0.88,1.0,5,219,0,1,41.6,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00214,management,low,3,0.45,0.46,2,153,0,1,57.5,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00215,it,low,3,0.4,0.53,2,151,0,1,59.0,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00216,it,low,3,0.36,0.51,2,155,0,1,60.2,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00217,it,low,3,0.36,0.48,2,158,0,1,60.2,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00218,it,low,5,0.9,0.98,5,245,0,1,42.07,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00219,it,low,3,0.43,0.53,2,131,0,1,62.85,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00220,product_mng,low,5,0.89,0.87,5,225,0,1,41.3,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00221,product_mng,low,4,0.1,0.84,6,286,0,1,84.86,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP00222,product_mng,low,3,0.37,0.5,2,135,0,1,63.65,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00223,product_mng,low,3,0.37,0.51,2,153,0,1,59.9,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00224,it,low,5,0.87,0.9,5,252,0,1,44.47,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00225,accounting,low,3,0.4,0.56,2,149,0,1,59.25,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00226,accounting,low,5,0.9,0.97,4,258,0,1,36.86,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00227,hr,low,3,0.37,0.46,2,158,0,1,59.9,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00228,hr,low,3,0.44,0.54,2,149,0,1,58.05,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00229,hr,low,5,0.85,0.95,5,236,0,1,42.5,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00230,marketing,low,6,0.78,0.98,5,239,0,1,40.6,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP00231,marketing,low,3,0.42,0.47,2,159,0,1,58.4,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00232,sales,low,6,0.92,0.99,5,255,0,1,39.61,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP00233,accounting,low,4,0.11,0.83,6,244,0,1,75.56,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP00234,support,low,3,0.42,0.56,2,134,0,1,62.4,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00235,technical,low,4,0.48,0.57,4,270,0,1,52.03,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP00236,management,low,5,0.83,0.85,4,255,0,1,38.31,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00237,marketing,low,3,0.4,0.53,2,151,0,1,59.0,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00238,marketing,low,3,0.43,0.45,2,135,0,1,61.85,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00239,marketing,low,3,0.43,0.53,2,146,0,1,59.1,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00240,sales,low,4,0.1,0.97,7,254,0,1,85.0,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP00241,sales,low,4,0.1,0.87,7,289,0,1,92.5,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']"
EMP00242,sales,low,3,0.37,0.46,2,156,0,1,59.9,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00243,sales,low,3,0.38,0.53,2,156,0,1,59.6,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00244,sales,low,3,0.4,0.5,2,128,0,1,64.5,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00245,sales,low,5,0.89,0.86,5,275,0,1,48.8,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00246,sales,low,3,0.45,0.46,2,155,0,1,57.5,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00247,sales,low,3,0.37,0.48,2,159,0,1,59.9,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00248,sales,low,3,0.46,0.49,2,148,0,1,57.7,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00249,sales,low,5,0.87,0.91,4,228,0,1,33.9,Low,[]
EMP00250,sales,low,4,0.11,0.84,6,298,0,1,87.13,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP00251,sales,low,5,0.79,0.87,5,261,0,1,48.8,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00252,sales,low,6,0.79,0.92,5,254,0,1,43.3,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP00253,sales,low,3,0.19,0.59,7,192,0,1,65.3,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00254,sales,low,5,0.87,0.98,4,248,0,1,35.61,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP00255,sales,low,5,0.6,0.92,2,258,0,1,60.86,Medium,"['Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP00256,sales,medium,3,0.44,0.45,2,156,0,1,52.8,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00257,sales,medium,4,0.11,0.81,6,266,0,1,75.27,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP00258,sales,medium,3,0.42,0.54,2,156,0,1,53.4,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00259,accounting,medium,5,0.88,0.88,5,232,0,1,36.6,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP00260,accounting,medium,4,0.11,0.84,6,287,0,1,79.77,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP00261,accounting,medium,3,0.46,0.46,2,154,0,1,52.2,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP00262,hr,medium,5,0.82,0.97,5,263,0,1,43.33,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
